airfoil_name,status,error,mu,ea,gj,ga22,ga33,ei22,ei33,stf12r,stf13r,stf14r,stf15r,stf16r,stf23r,stf24r,stf25r,stf26r,stf34r,stf35r,stf36r,stf45r,stf46r,stf56r,cmp12r,cmp13r,cmp14r,cmp15r,cmp16r,cmp23r,cmp24r,cmp25r,cmp26r,cmp34r,cmp35r,cmp36r,cmp45r,cmp46r,cmp56r,tc2,tc3,sc2,sc3
goe414,ok,,3.2366669511,33423203.684,149620.05719,615901.98196,14965573.276,88153.352659,2867774.4924,15234389.957,-140535.68777,-921821.55555,1605422.5948,-10949270.973,-207241.91492,-1221136.527,600660.53979,-3708699.5456,57957.574284,13155.079096,138082.93841,-109642.79391,229431.59249,-349769.70437,-3.0638804341e-08,8.6543008449e-09,-1.6007541378e-07,-4.2650360315e-07,9.0574198027e-08,-1.6621249228e-08,3.825161424e-07,2.104323347e-07,-3.158934284e-09,-6.0840736667e-07,-6.3031971497e-07,-5.0352346567e-08,4.2861220116e-06,-5.1208760415e-08,-1.4745942761e-07,0.2438017446,0.034434537387,0.091029944997,0.057232087103
goe415,ok,,3.1913388067,32955125.928,50636.835654,242994.3871,14999013.112,29734.857134,2784152.1819,15363772.177,-272591.87159,-678024.69293,1142148.1221,-10927142.538,-368407.59588,-896920.53171,433172.16439,-3762636.2645,9397.4797448,5312.5017237,135589.26999,-44770.833188,163360.01089,-220802.74258,-3.6688549071e-08,1.1178006218e-08,-3.7485699813e-07,-9.9474795126e-07,1.0792513661e-07,7.6058482713e-08,8.3704912431e-07,4.5003551089e-07,-1.0679650291e-08,-5.1878044974e-08,-1.2273409944e-06,-7.5165703751e-08,1.2703257412e-05,-2.482547434e-07,-6.6817092747e-07,0.24533514097,0.024714242612,0.0026269400374,0.042385518942
goe416a,ok,,3.1986531886,33030657.357,90243.106873,376639.95324,14838326.58,51011.549077,2796701.1918,14958872.332,78634.433597,-186400.81816,404779.22477,-10895726.049,61280.32118,-247516.31963,143807.24326,-3681108.6217,-3916.3613165,18778.285564,4622.2889156,-47169.032248,40536.338773,-96783.276236,-2.3447816285e-08,-3.6104890864e-10,-6.1907742284e-08,-1.746902905e-07,8.7981480214e-08,-9.0206264495e-09,1.3490691228e-07,8.4327773826e-08,2.609490569e-10,-2.5785530238e-07,-8.661969466e-07,-2.2415309079e-08,7.3686177241e-06,1.5921235198e-08,1.7576641762e-09,0.24610171311,0.0089332881684,0.023269663611,0.012174418903
goe417,ok,,3.1911658587,32953339.993,32537.361269,236769.47211,14935457.477,24532.749499,2771095.4346,15511846.257,-303408.23634,-1160669.0112,1920870.2477,-10786125.594,-409250.73546,-1536220.4128,748530.61216,-3713991.1908,41853.209091,-4407.0866207,223588.49758,-70716.156283,284299.15368,-392467.49783,-6.6126493031e-08,3.0673331462e-08,-7.1888479212e-07,-1.90543323e-06,1.3194081146e-07,-3.9564411067e-08,2.1815067771e-06,8.9800819416e-07,-2.5823644998e-08,-1.8256592147e-06,-1.8188043598e-06,-1.7910237909e-07,1.5392581212e-05,-3.5494325896e-07,-9.5084119776e-07,0.24225130655,0.041117166456,0.059402133422,0.070980474116
goe417a,ok,,3.1994616929,33039006.316,14806.845719,198185.48546,14979179.035,15960.701331,2792838.2368,15874340.434,-257660.77369,-1152877.6717,1803900.3425,-10901366.157,-345016.02516,-1525263.995,726295.02116,-3790331.5763,55823.286599,-6753.8895823,272851.33277,-58476.938037,305635.9195,-375383.17967,-8.008996898e-08,6.9884406188e-08,-1.013706867e-06,-2.6830179903e-06,1.4081099026e-07,-5.856064197e-07,4.6074479683e-06,1.2960661685e-06,-3.2792994895e-08,-9.8399554777e-06,-3.6612449099e-06,-2.8232388438e-07,2.3678097111e-05,-4.7082307831e-07,-1.2525547343e-06,0.24330202553,0.037974109755,0.14569870264,0.068221771223
goe418,ok,,3.2433830062,33492556.534,122740.76474,535322.687,14984643.739,74932.926409,2889039.6597,15220151.84,-153643.10068,-883795.00359,1513481.4807,-10650408.808,-234519.67556,-1170803.3636,568110.1323,-3597818.7401,12822.555319,15937.226547,137381.80961,-93474.309992,205319.85386,-307380.44381,-3.1210952939e-08,1.0843476048e-09,-1.7995912654e-07,-4.8160030906e-07,8.9666884629e-08,1.4340553849e-08,4.5216415211e-07,2.3668721255e-07,-4.2207049486e-09,-1.7667692141e-07,-4.8877359024e-07,-5.6721858829e-08,5.0344157944e-06,-7.199884024e-08,-2.1057262038e-07,0.23703089433,0.032355924439,0.021685460446,0.055498973819
goe420,ok,,3.2754175885,33823359.342,249437.79819,952151.27425,14843498.702,151151.55891,2939833.8135,14912353.773,141045.728,-669533.67604,1305496.6405,-10627347.18,100341.21299,-891942.10324,462604.71751,-3511939.3864,37058.674567,33594.301867,54961.730237,-142225.56464,150392.84432,-294616.50438,-2.5022805197e-08,-6.2705444879e-10,-6.8862610537e-08,-1.9008703699e-07,8.0712069375e-08,-1.4527381056e-08,1.7677328396e-07,9.998658577e-08,3.2264497349e-10,-2.5076558819e-07,-3.095258906e-07,-3.1121865804e-08,2.4920287166e-06,6.2406819494e-09,-1.4228994558e-08,0.23607703082,0.028224350538,0.062550416182,0.04409393873
goe419,ok,,3.1630727445,32663238.512,28210.799929,159070.12422,14943543.491,17724.115074,2714858.8049,15490272.196,-246619.26685,-821570.195,1357991.0956,-10929105.877,-326819.81062,-1086108.9843,529265.25517,-3803240.0326,33200.349521,-3100.2692315,154793.87118,-41371.092336,210825.38678,-283814.22438,-5.3381932361e-08,6.0060679449e-08,-7.1728293628e-07,-1.8966407416e-06,1.2399039308e-07,-8.8940160656e-08,1.7393731185e-06,8.7195887009e-07,-1.8888905329e-08,-3.9352258432e-06,-3.3529465166e-06,-1.5463523604e-07,2.1335941069e-05,-3.7228394376e-07,-9.8600818099e-07,0.24652638638,0.029316968907,0.11101586894,0.049069107047
goe421,ok,,3.3205158746,34289063.437,279241.81893,1077689.4224,14859334.953,179955.36851,3025706.7834,14885183.542,35241.046956,-1309836.9279,2545985.8932,-10829220.134,-43948.058544,-1744384.2927,899859.46435,-3522440.0521,85003.850232,32580.679543,139123.28938,-211913.05243,309701.50184,-566413.02519,-3.0945716995e-08,4.6709236794e-09,-1.1647611764e-07,-3.1580974269e-07,8.2094572371e-08,-2.3714955344e-08,3.0610205781e-07,1.5894980374e-07,-1.2993753318e-09,-3.2470706e-07,-3.0580241968e-07,-4.2470948053e-08,2.0928542799e-06,-1.0957122503e-08,-5.665332148e-08,0.23862477583,0.054404875597,0.090671790053,0.085476495399
goe422,ok,,3.2948183609,34023699.949,231794.17324,889541.10737,14999587.678,142190.12154,2990300.8692,15155639.535,-162213.98202,-1108487.0461,2059204.1683,-10824772.62,-255368.98126,-1470496.4193,741934.01227,-3605227.1024,84560.672273,15642.118822,154273.41319,-166647.49752,267014.70297,-432859.58093,-3.0159599531e-08,6.210739277e-09,-1.2658199951e-07,-3.3883628502e-07,8.5620598139e-08,-1.1118369041e-08,3.0144928009e-07,1.63777177e-07,-3.0880400723e-09,-3.8180410831e-07,-3.6515672006e-07,-3.7192098602e-08,2.6547689591e-06,-4.0731614789e-08,-1.2302867233e-07,0.23822429054,0.044025955282,0.088499967626,0.069874186653
goe423,ok,,3.2684546064,33751456.573,228261.13489,862505.49151,14951333.931,134113.14495,2933013.737,15136308.991,-100522.1613,-826239.56507,1485743.2593,-10861767.364,-168037.88309,-1096578.027,539877.04207,-3637772.8177,88961.682717,16840.863258,119031.31065,-141552.8365,202695.65265,-317188.26795,-2.6925893076e-08,4.8407969026e-09,-9.6932477822e-08,-2.5988411748e-07,8.5176915864e-08,-1.3484085191e-08,2.2794569331e-07,1.2948571785e-07,-1.6477988048e-09,-4.661076645e-07,-4.2524979228e-07,-3.2550613371e-08,2.8165476492e-06,-2.9311257821e-08,-9.135175528e-08,0.24044715609,0.031913065368,0.10639426448,0.052031142648
goe424,ok,,3.2874063285,33947160.14,297036.94047,1080607.3998,14860530.992,176001.05521,2965629.0096,14937488.354,-219525.42094,-744619.82363,1468632.7765,-10808288.967,-348385.25466,-991531.18584,502025.21412,-3576802.1792,111989.73671,17520.159512,126587.959,-170532.69299,176923.37792,-279642.93034,-2.5809508882e-08,4.738372255e-09,-7.8619505352e-08,-2.126461282e-07,8.5396142817e-08,1.1090003309e-09,1.6018742595e-07,9.5270314977e-08,-2.0888919374e-09,-3.3972724305e-07,-3.0856639063e-07,-1.6649298518e-08,2.1426278753e-06,-4.1465999505e-08,-1.2779782976e-07,0.23893252434,0.032068998171,0.10091154087,0.047581582906
goe425,ok,,3.2513456632,33574782.327,180202.09297,729803.62687,14851654.812,107794.20276,2895962.6517,14965687.554,-145683.50188,-751190.54893,1351278.7881,-10777616.784,-246107.20995,-998105.65947,485181.22144,-3590443.3495,37037.981425,21932.473562,122668.86842,-112620.92956,176761.53983,-268798.5794,-2.750026913e-08,2.9793882206e-09,-1.1476182783e-07,-3.1049076084e-07,8.8460803012e-08,4.0308990646e-09,2.6705778883e-07,1.4865282714e-07,-2.776917244e-09,-3.0655799e-07,-4.3473657521e-07,-3.3888110365e-08,3.4949484793e-06,-5.1295579159e-08,-1.6091361814e-07,0.24050250288,0.029306615893,0.055242391414,0.048124372491
goe426,ok,,3.217461015,33224874.995,129011.04461,562572.93515,14857142.227,77646.274246,2820144.5841,15089455.478,-107034.29864,-785472.28427,1395623.7256,-10694160.203,-170217.9484,-1040540.7281,517255.87964,-3611766.4406,20553.755749,18499.084707,116356.23486,-90344.412472,186674.17676,-296363.5072,-2.9712798734e-08,4.4032477028e-09,-1.5912732292e-07,-4.2567795335e-07,9.0099630076e-08,1.7255653632e-10,3.859252182e-07,2.0890539727e-07,-2.7393417508e-09,-3.4078967884e-07,-5.7838531164e-07,-4.9773225547e-08,4.8623517506e-06,-5.0794494262e-08,-1.5227092934e-07,0.23986393177,0.030220675785,0.043965632459,0.049788615541
goe427,ok,,3.1726847874,32762496.567,22645.744962,182592.25952,14905211.689,17642.830616,2731566.4569,15565171.737,-256225.19194,-1065416.1427,1756731.6655,-10859452.598,-345773.49053,-1410524.2512,690093.02086,-3758824.3251,40672.777114,-4267.7588627,210176.72477,-57086.262588,270104.95808,-368855.44448,-7.2508873189e-08,6.3429364428e-08,-9.0892917674e-07,-2.4090080409e-06,1.3710731591e-07,-1.8513966261e-07,2.8436768035e-06,1.1315679539e-06,-2.7659556735e-08,-4.4013019516e-06,-3.1501371822e-06,-2.2261764958e-07,2.1405396127e-05,-4.1651333645e-07,-1.1153556368e-06,0.24488308778,0.037697602043,0.099670761494,0.064397179644
goe428,ok,,3.1859479936,32899458.093,50643.920688,278478.026,14909434.92,32577.647364,2759742.7832,15329759.401,-232118.72657,-967709.74356,1620335.743,-10800881.557,-318076.89477,-1281045.8657,624270.45726,-3705554.2059,27106.153121,2889.325984,171207.72457,-63704.744172,235810.77188,-337233.16449,-4.6241181178e-08,1.8227020763e-08,-4.5523701542e-07,-1.208450933e-06,1.1043579513e-07,6.744086553e-09,1.1818340309e-06,5.7588010876e-07,-1.2994843771e-08,-9.042104536e-07,-1.3880727284e-06,-1.2062523003e-07,1.1591740554e-05,-2.0817518856e-07,-5.6488114887e-07,0.24329732037,0.034903175067,0.045792762497,0.059852708928
goe429,ok,,3.2121032352,33169548.275,89568.557488,378296.47345,15003312.69,51016.302857,2833506.7156,-15267337.613,55188.202393,20574.667878,30974.292563,-10904472.124,-48518.267306,-28363.96613,-14360.865747,3732234.1351,-17394.919425,-19589.712387,-9162.5279631,46015.342974,-8114.6213992,-6237.44147,2.2722811302e-08,-2.903644316e-09,8.4583366705e-09,-1.6894567231e-08,8.6051193266e-08,5.5838782945e-09,1.4259579717e-08,-4.2573920841e-09,-1.7303090979e-10,1.2916116417e-07,6.6616043077e-07,-4.1985088489e-09,-7.4005215559e-06,1.5405294177e-08,-1.8206345436e-08,0.24378195636,0.0006354692546,-0.011568779158,0.0012772099857
goe431,ok,,3.233513466,33390639.452,91919.778414,520118.43415,14712929.547,65883.204916,2845143.1518,14820356.243,183211.84827,-1223449.9265,2246720.9212,-10668112.372,170545.10839,-1630312.2971,840149.31843,-3494414.3074,-13986.103271,35264.356647,126869.96162,-112210.85957,282625.08403,-534006.81533,-4.0403051806e-08,4.7663356483e-09,-2.6759529802e-07,-7.2539787186e-07,8.3281077552e-08,-3.2398586903e-08,8.6463226181e-07,3.8054205282e-07,1.7893175961e-09,-2.7964753571e-07,-7.2662953944e-07,-1.1293582436e-07,5.6904188744e-06,3.0453249058e-08,3.3063037997e-08,0.24144114221,0.048317702317,0.025705139517,0.079476805915
goe430,ok,,3.2452759242,33512103.613,123465.67334,553084.10142,14906663.739,77788.762136,2890474.8932,15039706.549,215562.17895,-806301.63821,1494519.3802,-10822885.617,222050.09452,-1070426.7974,558580.89437,-3605021.7153,-19658.78529,34210.031055,58707.265772,-90150.975834,184916.96776,-369310.48729,-2.8797017707e-08,-2.0781356181e-09,-1.4437132375e-07,-3.9343676294e-07,8.1579202484e-08,-2.2523381405e-08,4.1637629982e-07,2.1502520326e-07,2.1030387897e-09,-1.2345013116e-07,-5.5023755472e-07,-7.0646888207e-08,4.8346555306e-06,4.2271996561e-08,7.2905165595e-08,0.24224424238,0.031979831976,0.015241853567,0.051408180219
goe433,ok,,3.283470643,33906518.57,194734.20013,808840.4468,14768802.32,125345.83472,2963518.7994,14665768.457,241456.20219,-756434.00636,1483077.1077,-10629366.221,200578.25576,-1006872.575,523663.67499,-3449751.5056,-26234.45567,45027.196715,50946.374278,-120876.17475,162029.63702,-344214.59604,-2.6155079521e-08,-4.1823097267e-09,-9.0426111913e-08,-2.5349566532e-07,7.9868817045e-08,-1.1222692539e-08,2.5637011508e-07,1.3474936562e-07,9.8278438641e-10,-3.6962837048e-08,-3.0019276124e-07,-4.4320028033e-08,2.9858183297e-06,2.1991910118e-08,8.7311639649e-09,0.23751461222,0.032034605394,0.0071979285072,0.049924029299
goe432,ok,,3.1860122688,32900121.826,47591.825091,236247.42533,14978503.552,28432.748508,2769442.2516,15386143.722,-214454.42918,-808679.59624,1375739.0022,-10805150.118,-293259.98427,-1070362.1096,527932.17298,-3721715.1395,16886.85255,3745.8110135,140392.90884,-51314.514295,195226.30266,-283521.47357,-4.2129830942e-08,1.7107116755e-08,-4.4642556827e-07,-1.1851674115e-06,1.074097535e-07,3.2429996762e-08,1.0486067727e-06,5.5420370983e-07,-1.1118539158e-08,-6.6193170273e-07,-1.4888888293e-06,-1.0775983535e-07,1.3282772989e-05,-2.1468511227e-07,-5.8240744092e-07,0.24303039009,0.02968134455,0.031502537819,0.049905110114
goe434,ok,,3.3533830671,34628464.088,322465.50041,1208977.3958,14679136.247,215296.47654,3100791.8448,14379782.531,397839.13664,-721889.82117,1595367.5229,-10448868.246,322074.02469,-966023.87414,523461.90426,-3299074.5019,-13060.985455,57620.373451,17353.493285,-178078.20774,139677.88617,-358832.41622,-2.4109357598e-08,-4.5389464124e-09,-5.4429715649e-08,-1.5880974154e-07,7.4153670372e-08,-1.4437451782e-08,1.5459202686e-07,8.3535722875e-08,1.3414361652e-09,-7.1653504548e-08,-1.7038219069e-07,-2.9104195345e-08,1.7319682622e-06,2.3718675418e-08,7.9630521687e-09,0.2307786107,0.034586937829,0.0231057832,0.049850595301
goe435,ok,,3.3845246534,34950045.393,403676.93278,1465082.2977,14491980.208,277396.68996,3148521.7603,14030460.456,533248.77937,-590488.16758,1447105.4954,-10372173.533,425199.12631,-795901.23654,443329.13617,-3203737.9523,1834.4262736,62790.786877,-15312.788306,-205626.39699,99245.759408,-321605.15523,-2.2774626371e-08,-5.4322913776e-09,-3.6338459764e-08,-1.1218555594e-07,7.2330114183e-08,-1.560136252e-08,1.0662719721e-07,5.9912249436e-08,1.5901383854e-09,-7.680874617e-08,-1.3075580884e-07,-2.3572895143e-08,1.338597806e-06,2.681094567e-08,9.5620170287e-09,0.22866808394,0.031726682325,0.031005919065,0.043042939923
goe436,ok,,3.2073550481,33120516.47,99189.934233,413371.15613,15003107.514,56287.920837,2814407.9087,15335297.041,-180403.05872,-683923.60152,1170103.8335,-10796142.834,-249049.66537,-904911.62729,442641.56699,-3702921.3728,25496.632476,9919.1599778,114801.76376,-69356.22264,166341.29435,-239707.37755,-2.9860436337e-08,8.6043182173e-09,-1.9140926438e-07,-5.0845887365e-07,9.2998379636e-08,7.1769526632e-09,4.2421384743e-07,2.4036203514e-07,-3.9929922342e-09,-5.7501518073e-07,-8.3260587929e-07,-4.8945400959e-08,6.7149314094e-06,-9.1487667419e-08,-2.5089409609e-07,0.24147292628,0.025215070606,0.05703571796,0.042077743628
goe437,ok,,3.1761960569,32798755.434,41386.772104,233464.36458,14917287.969,26539.610336,2740087.9468,15383871.171,-204990.94722,-897702.57034,1490359.1209,-10817959.17,-278888.29859,-1187906.8326,578773.61112,-3729593.3679,23136.534039,2516.9498797,159018.93759,-53611.946451,220116.22806,-313721.94137,-4.7081462117e-08,2.1391886018e-08,-5.1183380411e-07,-1.3572260441e-06,1.1095234457e-07,-2.4057867207e-09,1.3345846511e-06,6.5030132055e-07,-1.2935434502e-08,-1.1975268494e-06,-1.7419092029e-06,-1.38445358e-07,1.4235843139e-05,-2.2523214493e-07,-6.0769910601e-07,0.24396022361,0.032094068132,0.049561770805,0.055234150809
goe439,ok,,3.1839935947,32879276.136,50327.360656,278503.4414,14898733.91,32457.56753,2754479.9473,15320592.721,-226341.54478,-963971.7847,1609765.3333,-10784324.157,-310431.09859,-1276084.8522,620882.93673,-3699588.7093,26669.165859,3148.1178463,170514.08546,-63187.231035,234739.82962,-335311.32057,-4.6054492709e-08,1.7915603632e-08,-4.5334226777e-07,-1.2034268009e-06,1.1002387975e-07,4.9170393751e-09,1.185314218e-06,5.7547217572e-07,-1.2765525087e-08,-9.1631416324e-07,-1.3976760513e-06,-1.221120305e-07,1.1634886893e-05,-2.0501685074e-07,-5.5654209483e-07,0.24307964067,0.034680770778,0.046115673367,0.059653736142
goe438,ok,,3.2078904379,33126045.133,99356.078481,414109.32215,15004102.321,56425.121864,2815754.1274,15335398.342,-184186.09316,-685462.30099,1171865.5982,-10792183.887,-254081.56622,-906942.50113,443212.29966,-3700982.2173,25316.690217,9917.9079645,115662.7389,-69508.986503,166543.70486,-239131.84443,-2.9883279779e-08,8.5540238588e-09,-1.9164354814e-07,-5.0908466084e-07,9.3075882381e-08,8.1344535025e-09,4.2449982517e-07,2.4027622065e-07,-4.0785591457e-09,-5.6400130965e-07,-8.2616267921e-07,-4.8625702172e-08,6.6984621867e-06,-9.3224869098e-08,-2.5549541701e-07,0.24135797031,0.025251017058,0.056036958384,0.042176637945
goe440,ok,,3.3025896756,34103949.86,143049.55177,777494.34692,14732682.92,111791.5169,2963363.9419,14801199.277,-292997.54392,-1690858.1489,3147243.7192,-10915365.57,-440297.90209,-2244387.8158,1127713.351,-3567558.4159,73225.994866,7433.1673953,259864.55392,-193955.38962,408719.16826,-672651.72271,-4.5695873332e-08,7.0634422938e-09,-2.4602737113e-07,-6.5815011398e-07,9.8764198922e-08,-2.6627873606e-09,7.6963515227e-07,3.1677963426e-07,-9.2626340555e-09,-3.1009197633e-07,-3.8008495985e-07,-7.0747156777e-08,3.3686430706e-06,-7.9884152208e-08,-2.3394471664e-07,0.24145881461,0.067308596871,0.044358518224,0.11009596356
goe441,ok,,3.3005261291,34082640.798,164788.83417,782271.31246,14800844.119,116180.55347,2989231.7611,14794243.022,18288.208953,-1330080.46,2486410.3082,-10739821.029,-65817.289974,-1769201.2739,894495.37203,-3484215.9702,-83.482814257,36213.806548,160944.81878,-158117.30359,303272.71318,-548080.93904,-3.5473435287e-08,-5.4175094005e-11,-1.7650195352e-07,-4.7911887833e-07,8.4946051571e-08,-2.9222332142e-10,5.2730093358e-07,2.4206357066e-07,-2.3224500749e-09,-9.4246266368e-08,-3.4026986089e-07,-6.5556351665e-08,3.2312836331e-06,-2.0191229726e-08,-9.1569795788e-08,0.2386569131,0.053131571367,0.015530732359,0.0868933061
goe442,ok,,3.1860112345,32900111.145,47444.807155,235784.04722,14978250.402,28368.73268,2769474.1178,15385989.605,-215716.20296,-808642.04918,1374396.9197,-10803735.734,-294916.47789,-1070313.8692,527496.60546,-3721026.0714,16906.359073,3723.7567972,140748.09902,-51214.258586,195162.50665,-282877.83693,-4.2164831096e-08,1.7128209918e-08,-4.473214218e-07,-1.187541952e-06,1.0755008321e-07,3.3052403187e-08,1.0518427483e-06,5.5523931478e-07,-1.1207570564e-08,-6.5923884582e-07,-1.4921953842e-06,-1.0789874562e-07,1.3312678439e-05,-2.1642714573e-07,-5.8702472614e-07,0.24300370697,0.029650593975,0.031277459909,0.049904476349
goe443,ok,,3.1364919036,32388753.41,20468.140822,83441.871194,14885876.673,10430.869328,2661545.7575,-15282326.98,-0.23004920546,0.22631121815,0.054812702272,-10809835.101,0.24117368993,-0.30387846938,-0.057780912656,3759499.8694,6451.7593021,-2814.4654503,-0.023403674331,10552.117013,-0.06334394559,-0.038735347416,2.3353995415e-08,1.1853983429e-13,-7.6186760422e-14,2.1427706167e-13,9.2403322813e-08,-1.9481699205e-13,6.985469853e-13,-3.643141592e-13,-1.9167909178e-11,-4.9686852213e-06,5.9990893946e-06,4.1797872967e-13,-3.627063787e-05,-3.5265873289e-13,9.85354605e-13,0.24593567181,2.9265665901e-10,0.10169974881,1.4297958066e-08
goe444,ok,,3.1452541389,32479235.989,27665.966873,110720.55176,14918912.773,14042.3271,2682516.8849,-15313111.482,0.014159789861,0.04436964862,0.04948962128,-10879299.065,-0.015341442606,-0.058278525013,-0.022938270621,3781570.6406,9275.6656874,-3582.4076705,-0.011036358954,14279.13598,-0.014278718381,-0.0055346357247,2.3288432933e-08,-2.6149127254e-15,5.158472221e-14,-1.194831e-13,9.2031160642e-08,-2.7948327041e-15,9.0760323688e-14,-4.6822178919e-14,-2.1071102252e-11,-3.8769752889e-06,4.5344789309e-06,1.0454557561e-14,-2.6941804506e-05,1.009953649e-13,-1.980683792e-13,0.24687514236,9.9117682553e-10,0.10726026991,2.5109721085e-09
goe445,ok,,3.1488699176,32516574.062,34191.88669,137745.71947,14923080.791,17494.713204,2690183.0009,-15312318.469,-1197.2060691,-249.27326724,-39.883744944,-10869424.174,888.66015409,285.63842377,77.382350377,3775188.5961,8768.6696741,-4939.4094301,223.63059352,17646.552477,146.84920203,46.369634073,2.3259088394e-08,1.7451754751e-10,-1.7357929358e-10,1.8189164805e-13,9.1606236844e-08,-2.1709450805e-10,-2.1507153641e-10,-6.2677864117e-11,-3.0460157877e-11,-2.6182719965e-06,3.4016537515e-06,2.3603731444e-10,-2.1624540773e-05,-7.042819117e-10,5.4690974009e-13,0.24643754114,-8.2422066385e-10,0.08952365943,-7.3537016034e-06
goe446,ok,,3.2552491183,33615091.07,143994.72698,614591.38641,15013790.799,88568.246708,2908821.3647,15306427.564,-117855.45586,-1130959.8452,1970492.1579,-10956053.025,-174199.40709,-1497440.8146,742520.63423,-3704484.2813,65320.264009,11336.567988,156911.84788,-124348.08233,282446.59019,-439058.8999,-3.3982638648e-08,1.0835355341e-08,-1.9012880518e-07,-5.054463132e-07,8.9412805666e-08,-3.2927081862e-08,4.864159384e-07,2.5380183635e-07,-3.5009374591e-09,-6.9309119658e-07,-6.4305506786e-07,-6.3667467246e-08,4.2672555589e-06,-4.6557581449e-08,-1.3329283836e-07,0.24269139599,0.041907422295,0.099801477626,0.070041330251
goe447,ok,,3.2721199278,33789306.246,142971.7196,666935.01928,14953126.26,94696.895207,2933292.5419,15239829.054,-201183.69764,-1418450.9257,2439760.0258,-10959906.648,-279407.4264,-1877005.6557,918058.7221,-3679076.6915,89872.630879,5238.7903438,213066.12156,-152765.59051,356564.87872,-533930.52915,-3.9133332147e-08,1.315369436e-08,-2.2247074595e-07,-5.90035648e-07,9.2896258886e-08,-4.3231367536e-08,6.1521882786e-07,2.9491358036e-07,-6.2562662427e-09,-7.451470861e-07,-6.0272317195e-07,-7.2436175319e-08,3.9913667688e-06,-6.7381906796e-08,-1.8494405954e-07,0.24209384368,0.051650978999,0.10653496026,0.08795889375
goe448,ok,,3.3066599947,34145981.711,146920.5832,790414.32379,14812178.058,111787.82301,2983600.1772,15040055.685,-246121.29525,-1846735.7896,3247049.7203,-10955313.928,-347848.45524,-2445240.1294,1202618.7316,-3604573.9916,121800.96821,1477.0872717,278612.77056,-213986.56838,462190.79393,-707438.20033,-4.6823842603e-08,1.5145214611e-08,-2.4889740761e-07,-6.6083520548e-07,9.5826239438e-08,-6.1826642156e-08,7.9433707309e-07,3.287843855e-07,-8.9903031516e-09,-7.3496084143e-07,-5.1155832082e-07,-7.9880139692e-08,3.378845706e-06,-7.2951336296e-08,-2.0227377512e-07,0.24117237423,0.068456384443,0.10798087545,0.11670446603
goe449,ok,,3.2677554344,33744236.625,237370.74116,890686.51167,14956879.52,139913.34308,2928387.5935,15154429.439,-126687.26738,-906808.00895,1688062.5059,-10792676.575,-195361.90862,-1202127.114,610027.65224,-3618458.5785,95380.193682,15308.38137,124849.08544,-153051.38035,221682.5601,-359865.49916,-2.7858846225e-08,6.6491452828e-09,-1.0593508798e-07,-2.8281958267e-07,8.5403883199e-08,-1.3955067376e-08,2.4024666767e-07,1.3689003599e-07,-1.9848972747e-09,-4.5179123676e-07,-4.0547071691e-07,-3.0952661671e-08,2.700791964e-06,-3.2563358609e-08,-9.6753677359e-08,0.2388360077,0.036344074894,0.10724202072,0.057027529564
goe450,ok,,3.2118338785,33166766.783,69614.022965,333304.87397,15015847.289,42593.831296,2824613.1701,15412058.429,-153166.91549,-960201.73223,1621334.8967,-10989299.381,-215738.65581,-1271511.1272,624991.42782,-3764356.5098,36602.517893,5745.711176,149507.69585,-72445.496362,240847.3737,-356162.17487,-3.9542700547e-08,2.0795319081e-08,-3.34359728e-07,-8.8829256748e-07,9.8590415767e-08,-3.8694501247e-08,8.4274921389e-07,4.3417111441e-07,-6.968874678e-09,-1.2562731116e-06,-1.333611762e-06,-9.9797342851e-08,8.8690140613e-06,-1.1070882751e-07,-3.0663519246e-07,0.24566099834,0.034633261914,0.087454225242,0.05866716313
goe451,ok,,3.3676799437,34776099.735,19502.991611,222177.7851,15392563.117,19472.466067,3159406.0213,16129869.557,-21812.744038,-1066891.169,1723667.1989,-10122976.826,-37871.730114,-1412103.2718,688878.1351,-3555384.3848,23601.690395,4357.8559324,222645.09038,-53700.387546,254208.03104,-361011.56603,-5.5187159584e-08,3.4692998701e-08,-6.7828710906e-07,-1.7967260063e-06,7.1100358809e-08,-3.0351023226e-07,3.2652052253e-06,9.6412431859e-07,-4.8229191756e-10,-4.9673897391e-06,-2.7948430084e-06,-2.857304653e-07,1.941487691e-05,-3.1864365016e-08,-9.6367842809e-08,0.21398187941,0.03458526755,0.096878960411,0.063681270117
goe456,ok,,3.177941004,32816774.503,46115.198512,264711.43497,14875286.674,30177.595458,2740045.8607,15322275.39,-102500.61998,-948216.87347,1592920.3783,-10830872.323,-150037.165,-1256275.0641,620186.34139,-3714226.0742,23231.958169,6493.7475169,148890.11584,-60108.583991,235030.5013,-355363.12162,-4.5647160289e-08,2.376645105e-08,-4.5790066071e-07,-1.2174476567e-06,1.0170443815e-07,-5.7451885092e-08,1.2727257326e-06,6.063079098e-07,-7.5863689156e-09,-1.5468438545e-06,-1.7892343105e-06,-1.4838929654e-07,1.2510397207e-05,-1.2002546854e-07,-3.3709702194e-07,0.24471067546,0.034253840235,0.071333011419,0.058691999811
